chr	start	end	dxy_BS_vs_WS	dxy_pcent_BS_vs_WS	dxy_BA_vs_WS	dxy_pcent_BA_vs_WS	XPEHH_mean	std_XPEHH_mean	VeryGood	Good
chr16	14600001	14640000	0.00082197032034765	0.00159987108150281	0.0035258283682264	0.00179391267820278	-0.528405488687783	-2.63863135746606	TRUE	TRUE
chr16	14640001	14700000	0.00117085352347407	0.00159122381140358	0.00293715968304907	0.00179391267820278	-0.476452819672131	-2.50771357377049	TRUE	TRUE
chr16	14700001	14720000	0.0014353052354128	0.0015968504093721	0.0040299873774826	0.00179391267820278	-0.185460925233645	-1.38205426168224	FALSE	TRUE
chr16	15240001	15260000	0.0022744393858531	0.00160251585848317	0.0055930006912216	0.00179391267820278	-0.0864746090298507	-0.917052656716418	FALSE	FALSE
chr16	15320001	15340000	0.001439820198063	0.00160251585848317	0.0066707901033695	0.00179391267820278	-0.412654745098039	-2.20922941176471	TRUE	TRUE
chr16	15340001	15360000	0.0006359993373774	0.00160251585848317	0.0036058279139809	0.00179391267820278	-0.45212121875	-2.3512284375	TRUE	TRUE
chr17	18540001	18600000	0.0014647827442374	0.00139147741572848	0.00291550236156513	0.00150779475677032	-0.986114466666667	-4.36857918518518	FALSE	FALSE
chr17	18600001	18700000	0.00248119496561888	0.00140584073841106	0.0081200338698019	0.00150779475677032	-0.908223106849315	-4.06683138356164	FALSE	FALSE
chr17	18700001	18720000	0.0061297223297946	0.00141700180089476	0.0093045019136503	0.00150779475677032	-0.716241676328502	-3.26378594202899	FALSE	FALSE
chr17	18720001	18740000	0.001943553634382	0.00137587394940854	0.0028429569237652	0.00150779475677032	-0.898779644859813	-4.07807504672897	FALSE	FALSE
chr17	18740001	18760000	0.0014300914672836	0.00142379211117093	0.0044012657039464	0.00150779475677032	-0.566396736842105	-2.87013954887218	FALSE	FALSE
chr17	18760001	18780000	0.0017704850924472	0.00134247835104801	0.0040335108561165	0.00150779475677032	-0.358089579365079	-1.95711391269841	FALSE	FALSE
chr17	25280001	25300000	0.0024212271973466	0.00134945117697658	0.0050891195893694	0.00150779475677032	0.267509564179104	0.516033168253234	FALSE	FALSE
chr17	25300001	25320000	0.0036459957845388	0.00140425327721536	0.0042065779804478	0.00150779475677032	0.563849301775148	1.76890366390533	FALSE	FALSE
chr17	25340001	25360000	0.0027914411777793	0.00128751990378704	0.0034037049282373	0.00150779475677032	0.548475969421488	1.8033340661157	FALSE	FALSE
chr19	6360001	6380000	0.0005004859599822	0.00158225343224496	0.0058939368134207	0.0017448772234491	-0.61915287804878	-2.98694841463415	TRUE	TRUE
chr3	31920001	31940000	0.0017779779403638	0.0014460176896128	0.0059769293497338	0.00154174596226901	-0.34687607962963	-1.89381028240741	FALSE	FALSE
chr3	31940001	31980000	0.00228991391604735	0.00146687220835494	0.00650429613187595	0.00154174596226901	0.52499233764045	1.48809456741573	FALSE	FALSE
chr3	31980001	32000000	0.0029886993330877	0.00148763153050262	0.0078925341090925	0.00154174596226901	0.739379083561644	2.29430424063927	FALSE	FALSE
chr3	32000001	32020000	0.0021723729556878	0.00148763153050262	0.0060493722624131	0.00154174596226901	-0.0644724596243387	-0.835038313121693	FALSE	FALSE
chr3	32020001	32040000	0.0024269722306964	0.00148763153050262	0.0069524873787179	0.00154174596226901	-0.297029249568965	-1.678381675	FALSE	FALSE
